_key,lat,lng
644597,33.7235284,-84.1834869
644605,33.8472458,-84.2139641
644610,33.6506078,-84.1308155
644675,33.7420212,-84.2001689
644705,33.8758889,-84.337796
644797,33.867025,-84.2522444
644805,33.8027817,-84.2907058
644810,33.83269,-84.1946088
644897,33.8194078,-84.2732264
645103,32.2065629,-83.194341
645180,32.2045919,-83.1895675
645191,32.1703718,-83.1605032
645291,32.2100466,-83.2121582
645292,32.184261,-83.188088
646104,32.1847751,-83.7668022
646182,32.1040665,-83.8008676
646204,32.1959971,-83.7629533
646205,32.0915553,-83.7847362
647101,31.5923576,-84.1127038
647102,31.5874764,-84.2751186
647103,31.5733233,-84.2500738
647105,31.5868195,-84.1214768
647106,31.5181328,-84.1275993
647199,31.5146609,-84.1693551
647205,31.5856041,-84.1609073
647299,31.550583,-84.1916313
647399,31.5209324,-84.162597
648100,33.673555,-84.7217605
648103,33.6961797,-84.7703961
648104,33.7619302,-84.7830888
648107,33.6834746,-84.7934753
648108,33.7232786,-84.6514681
648112,33.7158911,-84.8311323
648113,33.7162061,-84.8304516
648175,33.7558054,-84.6577207
648178,33.7119141,-84.7531825
648180,33.6178562,-84.8479964
648184,33.6835458,-84.7662359
648187,33.68492,-84.7895207
648188,33.7368111,-84.6968869
648193,33.6158943,-84.8466829
648198,33.7244987,-84.7825281
648200,33.6710947,-84.7241808
648203,33.7062681,-84.6497925
648208,33.6851579,-84.7384939
648212,33.6765977,-84.6667102
648213,33.7404505,-84.6480409
648298,33.7533539,-84.6573938
648303,33.7345977,-84.8788604
648398,33.7549687,-84.7295156
648407,33.7373123,-84.7278831
648498,33.7549618,-84.7273116
649194,31.3728905,-84.9615763
649197,31.3760239,-84.9410257
650112,30.6998023,-83.0252685
651103,32.3822534,-81.3197417
651105,32.1981901,-81.3624557
651107,32.2601594,-81.2434398
651186,32.2105285,-81.2796703
651190,32.314421,-81.392155
651196,32.2230409,-81.3990487
651197,32.1875325,-81.3334523
651203,32.3467009,-81.2277013
651290,32.3451305,-81.3544433
651296,32.3477507,-81.2251191
651297,32.188584,-81.3365895
651390,32.3473342,-81.3510275
652104,34.1061928,-82.8937423
652176,34.108494,-82.8844103
652213,34.0847174,-82.8474867
652313,34.1084047,-82.8971316
653100,32.5763772,-82.1490949
653189,32.5715977,-82.3146555
653192,32.572918,-82.3081583
653196,32.5741172,-82.3156793
653198,32.5725919,-82.3049112
654196,32.1497548,-81.9060059
654197,32.1617907,-81.917587
655176,34.852638,-84.3287313
655193,34.8699626,-84.3026505
655194,34.8781613,-84.2463188
655293,34.9236615,-84.379914
656102,33.4438767,-84.5124695
656103,33.3799979,-84.4735847
656104,33.4401384,-84.5945096
656105,33.3775348,-84.4720621
656108,33.4426727,-84.5109128
656111,33.3895794,-84.41899
656178,33.4018575,-84.5699589
656180,33.3862911,-84.5696315
656181,33.512376,-84.4699405
656182,33.4151573,-84.5627042
656186,33.3841994,-84.5398256
656191,33.370141,-84.5363382
656192,33.4939195,-84.5724963
656196,33.4310304,-84.5982016
656198,33.3420976,-84.5175791
656199,33.3427466,-84.5215738
656291,33.494398,-84.5694678
656296,33.4405868,-84.4683433
656298,33.3420938,-84.5195881
656391,33.3873535,-84.4747677
656398,33.4542159,-84.4621403
656402,33.4559117,-84.4649284
656491,33.4959618,-84.569304
657102,34.2587925,-85.0579826
657103,34.2686767,-85.3046569
657107,34.180739,-85.1813279
657111,34.3098229,-85.0991003
657173,34.2191754,-85.1851133
657188,34.307924,-85.0990582
657195,34.3652114,-85.174384
657199,34.1695328,-85.1809222
657203,34.310631,-85.0937876
657273,34.2191754,-85.1851133
657303,34.3869344,-85.1669735
657401,34.3426895,-85.1748294
658100,34.1235326,-84.1062774
658102,34.287643,-84.203539
658103,34.2204877,-84.1353509
658104,34.1034605,-84.1359302
658105,34.1241693,-84.1096185
658106,34.143475,-84.1761947
658107,34.2101936,-84.2139641
658108,34.0644394,-84.1275168
658176,34.1683219,-84.1050193
658182,34.2739401,-84.1059887
658190,34.1471442,-84.1708385
658194,34.2380955,-84.0865573
658195,34.278868,-84.107884
658197,34.1363157,-84.1426067
658198,34.1767203,-84.2248744
658199,34.1785289,-84.222816
658202,34.2197249,-84.135902
658203,34.241872,-84.1754944
658204,42.7270365,-88.9644626
658206,34.24941,-84.0209558
658211,34.0923389,-84.1819215
658213,34.1863713,-84.1624734
658214,34.1059368,-84.139721
658215,34.1632707,-84.099471
658216,34.1650633,-84.0980271
658219,34.2142713,-84.1429365
658303,34.2876639,-84.2052344
658307,34.3277028,-84.1028644
658313,34.2077008,-84.1667591
658407,34.1448038,-84.1790376
658498,34.2777096,-84.1034312
658598,34.115566,-84.1528067
658699,34.1325009,-84.2471418
658700,34.1296439,-84.2388697
658701,34.2187923,-84.1156242
658702,34.1477445,-84.2285382
659105,34.3940609,-83.1950735
659107,34.3761974,-83.2318373
660100,34.1209003,-84.3201006
660101,34.0550564,-84.1961126
660102,34.0740059,-84.2418741
660103,34.0599203,-84.3363745
660104,33.9506036,-84.3825418
660105,34.1014516,-84.2812778
660106,34.0970463,-84.3391201
660107,33.6160831,-84.6215852
660109,33.6141756,-84.6279087
660114,33.597852,-84.5139443
660116,33.6419217,-84.4818181
660118,33.5930579,-84.4987235
660119,34.1166248,-84.274625
660175,34.0114109,-84.3167507
660176,33.5906862,-84.5194767
660180,34.0361999,-84.2327369
660184,34.040196,-84.3639806
660186,33.637691,-84.5278711
660187,34.0106425,-84.250187
660189,33.5952709,-84.4801915
660190,34.0701047,-84.2123171
660191,34.0649705,-84.3793802
660192,33.66012,-84.4058581
660193,34.0928643,-84.3381003
660195,34.051667,-84.2742136
660197,34.029568,-84.3064533
660198,34.0063728,-84.2917749
660199,33.6650354,-84.5920937
660202,34.0107475,-84.2962981
660203,34.0390551,-84.1773072
660204,33.6755684,-84.4306831
660205,34.0757525,-84.2551248
660206,33.5567355,-84.5267243
660207,33.9767699,-84.3429243
660215,33.5800939,-84.7033732
660273,33.576302,-84.5037839
660275,33.5720742,-84.4812443
660276,33.588279,-84.5380274
660284,33.9933856,-84.2840025
660286,33.8982075,-84.3592983
660289,33.6674163,-84.4810803
660291,33.5582841,-84.6279637
660292,33.5314293,-84.6718172
660295,34.061255,-84.186453
660297,34.0215629,-84.1981509
660298,34.0715645,-84.3633235
660299,34.0820416,-84.2756533
660301,33.6112719,-84.4746037
660302,34.058314,-84.3372785
660303,34.1043758,-84.2833445
660305,34.0187513,-84.2398986
660373,34.0710098,-84.4043806
660383,33.656745,-84.449947
660384,34.0405095,-84.2823575
660386,34.0198866,-84.3628717
660390,33.703662,-84.5600538
660391,33.5560148,-84.6259194
660392,34.0497331,-84.2087758
660397,33.9935249,-84.3113864
660398,34.045524,-84.1290837
660402,34.0434706,-84.124218
660405,34.0355865,-84.1828278
660406,34.06945,-84.302562
660491,34.0291035,-84.1906546
660497,34.0674351,-84.2311727
660501,33.6954927,-84.4661584
660503,33.5977273,-84.578471
660505,33.6998733,-84.5610362
660591,34.0533004,-84.2090229
660597,34.0959703,-84.3377716
660603,33.9969669,-84.3394796
660605,33.6579117,-84.4100031
660691,33.6846651,-84.4363852
660701,34.0529491,-84.2310904
660702,33.9613413,-84.3514937
660803,33.6888358,-84.4656883
660909,33.9165709,-84.3847588
660910,34.022894,-84.195103
661103,34.685619,-84.5052682
661107,34.6141183,-84.4601242
661112,34.6220819,-84.4102297
661113,34.6964394,-84.4768583
661196,34.6788814,-84.5009976
661212,34.6963224,-84.4790309
662196,33.2411198,-82.6112828
662197,33.2411198,-82.6112828
663106,31.2651603,-81.5628133
663112,31.1395694,-81.4817046
663114,31.2612211,-81.5622992
663116,31.1311103,-81.5937633
663178,31.2311674,-81.5216767
663190,31.2442903,-81.5118734
663195,31.2187208,-81.3810121
663198,31.1330579,-81.5861823
663199,31.2768801,-81.4660258
663298,31.2780245,-81.4648889
664106,34.4497191,-84.8286878
664110,34.4483254,-84.8356093
664115,34.5280957,-84.8389947
664176,34.570687,-84.9733453
664190,34.5297705,-84.838791
664274,34.4385199,-85.0020766
664286,34.5175185,-84.9215047
664292,34.5178414,-84.9245777
665174,30.8744984,-84.2242158
665185,30.8865461,-84.1850588
666101,33.5611957,-83.1806008
666109,33.4891976,-83.2421544
666201,33.6248403,-83.0869267
666301,33.5640773,-83.178382
666401,33.5635474,-83.182987
667100,34.0500315,-84.0076121
667101,33.869234,-83.923453
667103,33.966955,-84.2123994
667105,34.0786409,-83.8782793
667108,33.8866669,-84.1195993
667109,33.9545976,-84.0297949
667173,33.8226105,-84.0357188
667176,33.8594693,-84.1141445
667180,33.8540723,-84.0648906
667182,33.883725,-84.0402019
667184,33.9773686,-84.1865353
667185,33.8238007,-84.0697611
667186,33.9841439,-84.2291145
667187,33.92279,-84.1486251
667188,33.9277426,-84.0202123
667189,33.9633632,-84.0047613
667190,34.0183009,-84.1475534
667191,33.9997766,-83.9034476
667193,34.0181755,-84.0230624
667194,33.9025571,-84.0147185
667195,34.016622,-84.0205427
667196,33.9440414,-83.8574082
667197,34.0027974,-84.0059102
667198,33.907135,-84.0088929
667199,33.9215494,-84.1664294
667200,34.0306666,-83.9388645
667204,34.077882,-83.8728578
667205,33.9365172,-84.1232283
667208,34.031418,-83.8630408
667209,34.1479538,-84.0653261
667210,33.9229384,-83.9219861
667275,33.8858281,-84.1002135
667276,33.9263994,-84.1077211
667279,33.8842651,-84.069431
667280,33.9344767,-84.1732882
667282,33.8033115,-84.0685229
667283,33.8262407,-84.0728887
667285,33.9083661,-84.1482438
667286,33.8806027,-84.0421014
667287,33.8091338,-84.0094461
667288,33.9176966,-84.1291662
667289,33.9776963,-84.0264907
667291,33.8282405,-84.0758876
667294,33.8759839,-84.1992146
667295,34.044103,-83.9240652
667296,34.0997594,-84.0400367
667297,34.01368,-84.1034312
667298,33.9963758,-84.1189395
667300,33.9439643,-84.231255
667304,33.9037535,-84.1281766
667305,34.0973868,-83.9356795
667309,33.818724,-83.9650002
667376,33.8958962,-84.0740901
667380,33.9914521,-83.8947558
667382,33.871598,-84.1386388
667388,33.9858514,-83.9716569
667389,33.9271602,-84.0225255
667391,33.890564,-84.0056703
667394,33.9355984,-83.975908
667395,33.9878196,-84.0611033
667397,33.8391428,-83.9418426
667398,33.7938111,-84.0535796
667400,34.0935011,-84.0971607
667405,34.1034304,-83.9378718
667409,34.0646899,-83.932577
667494,33.9984594,-84.2290322
667495,33.9427284,-84.0824721
667497,33.894148,-83.9156969
667498,34.0105581,-83.9957532
667505,34.1254664,-84.0448266
667509,33.8722376,-83.9607843
667605,33.8910564,-83.9128831
667608,34.08914,-83.9573923
667705,34.0132567,-84.0925616
667708,33.925777,-84.0003172
667805,34.0133911,-84.0873753
667905,33.9874991,-84.158517
668101,34.520421,-83.5344624
668105,34.5210715,-83.5700694
668106,34.5572945,-83.4961067
668112,34.5638493,-83.5222101
668114,34.5572945,-83.4961067
668189,34.6161105,-83.5362214
668196,34.6361069,-83.512518
668201,34.560971,-83.5280089
668296,34.5234507,-83.5714633
669100,34.1894703,-83.898481
669101,34.1927354,-83.8875531
669102,34.3483366,-83.8931829
669103,34.232399,-83.744647
669105,34.2381065,-83.8569112
669106,34.2319014,-83.8211984
669112,34.1750896,-83.842348
669176,34.2102218,-83.7815067
669189,34.2173389,-83.9111244
669192,34.1463127,-83.8889606
669194,34.42071,-83.8398999
669196,34.1336929,-83.9401881
669200,34.3445269,-83.8982327
669202,34.185826,-83.9017922
669276,34.4456237,-83.8031269
669289,34.3078537,-83.741661
669294,34.2215319,-83.9097381
669389,34.2978794,-83.8240663
669390,34.1482892,-83.8885546
669391,34.1482892,-83.8885546
669392,34.2381065,-83.8569112
669393,34.2234241,-83.8591478
670106,33.3006216,-82.9710235
670188,33.2980618,-82.9698978
670288,33.3006216,-82.9710235
671104,33.7593507,-85.2778249
671178,33.8072065,-85.1871593
671197,33.7684481,-85.2181572
671198,33.7651293,-85.2444477
672110,32.6753723,-84.9208132
672188,32.7703984,-84.8761557
672190,32.6306921,-84.8275266
672199,32.6759093,-84.9177624
672290,32.6965225,-85.0248483
672299,32.7608448,-84.8899315
672399,32.7498262,-84.8654076
